Time,Sender_account,Receiver_account,Amount,Is_laundering,Laundering_type,Days_Since_Start,Year,Month,Day,Payment_type_Cash Deposit,Payment_type_Cash Withdrawal,Payment_type_Cheque,Payment_type_Credit card,Payment_type_Cross-border,Payment_type_Debit card,Sender_Info,Receiver_Info
85405,8406684056,1550073450,16333.74290860527,1,Layered_Fan_Out,163,2023,3,19,False,False,False,False,True,False,France - US dollar,Austria - Naira
21700,6901503920,9257052636,67.5,1,Cash_Withdrawal,40,2022,11,16,False,True,False,False,False,False,France - US dollar,India - Dirham
24283,7221308223,6844529387,3370.41,1,Structuring,273,2023,7,7,False,False,False,True,False,False,France - US dollar,India - Dirham
57456,2091046669,3765744005,3204.84,1,Smurfing,213,2023,5,8,True,False,False,False,False,False,France - US dollar,India - Dirham
62031,4114041356,1940500748,2992.01,1,Smurfing,168,2023,3,24,True,False,False,False,False,False,France - US dollar,India - Dirham
61691,519132142,946935829,4262.44,1,Deposit-Send,200,2023,4,25,False,False,False,False,True,False,France - US dollar,France - Pakistani rupee
48489,8958207582,4465839311,94.94,1,Cash_Withdrawal,96,2023,1,11,False,True,False,False,False,False,France - US dollar,India - Dirham
69644,8898552239,3792932364,2900.6123039074423,1,Scatter-Gather,274,2023,7,8,False,False,False,False,False,True,France - US dollar,India - Dirham
46424,4468415510,3255766522,135434.85,1,Single_large,201,2023,4,26,False,False,False,False,True,False,France - US dollar,Austria - US dollar
39107,4780551208,7731207103,22608.76,1,Layered_Fan_In,171,2023,3,27,False,False,False,True,False,False,France - US dollar,India - Dirham
66622,8945844172,7540114269,203.5,1,Cash_Withdrawal,163,2023,3,19,False,True,False,False,False,False,France - US dollar,India - Dirham
57546,9354432528,4597902876,6144.4,1,Structuring,104,2023,1,19,False,False,True,False,False,False,France - Pakistani rupee,India - Dirham
52554,1370553330,7337069089,10587.34,1,Stacked Bipartite,260,2023,6,24,False,False,False,False,False,True,France - US dollar,India - Dirham
69478,7092971860,3148442373,9851.6,1,Behavioural_Change_2,110,2023,1,25,False,False,False,False,True,False,France - Euro,Austria - Pakistani rupee
22891,6708292258,5467533761,16767.31,1,Deposit-Send,173,2023,3,29,False,False,True,False,False,False,France - US dollar,India - Dirham
61983,5262095561,927895922,6073.15,1,Smurfing,159,2023,3,15,True,False,False,False,False,False,France - US dollar,India - Dirham
83524,6767692560,188929394,9578.04,1,Deposit-Send,8,2022,10,15,True,False,False,False,False,False,France - US dollar,India - Dirham
36427,3990750333,5988790750,59.82,1,Cash_Withdrawal,155,2023,3,11,False,True,False,False,False,False,France - US dollar,India - Dirham
2029,9206875072,9828937168,6543.64,1,Stacked Bipartite,152,2023,3,8,False,False,False,True,False,False,France - US dollar,India - Dirham
39785,651057717,3705101560,67099.42202091133,1,Cycle,61,2022,12,7,False,False,False,False,True,False,Austria - Swiss franc,India - Dirham
77441,9743298596,1831474924,4275.48,1,Layered_Fan_Out,278,2023,7,12,False,False,False,False,False,False,France - US dollar,India - Dirham
43534,1650284708,7859972869,8417.34,1,Structuring,96,2023,1,11,False,False,False,False,True,False,Austria - Moroccan dirham,Germany - Naira
71576,699474596,7859972869,2835.4,1,Structuring,181,2023,4,6,False,False,False,True,False,False,France - US dollar,India - Dirham
53451,6543072915,4364823709,5861.58,1,Smurfing,132,2023,2,16,True,False,False,False,False,False,France - US dollar,India - Dirham
39276,9862053017,2264961913,3699.72,1,Smurfing,60,2022,12,6,True,False,False,False,False,False,France - US dollar,India - Dirham
66848,6708292258,2458304145,35807.52,1,Deposit-Send,22,2022,10,29,False,False,False,False,False,True,France - US dollar,India - Dirham
71533,2705137928,3213443371,6771.86,1,Structuring,318,2023,8,21,False,False,False,False,True,False,Albania - Indian rupee,Austria - Naira
41921,2286679717,3220990583,6211.793879072455,1,Stacked Bipartite,10,2022,10,17,False,False,False,False,False,True,France - US dollar,India - Dirham
34201,7180753634,8288822797,11429.238459044554,1,Scatter-Gather,286,2023,7,20,False,False,True,False,False,False,France - US dollar,India - Dirham
20367,177691093,1594196487,236.59,1,Cash_Withdrawal,188,2023,4,13,False,True,False,False,False,False,France - US dollar,France - Pakistani rupee
54040,7784865836,6648411570,3351.518844028976,1,Layered_Fan_Out,147,2023,3,3,False,False,False,False,False,False,France - US dollar,India - Dirham
54819,8214292398,9101431692,3031.95,1,Structuring,94,2023,1,9,False,False,False,False,True,False,France - US dollar,France - UK pounds
80812,1021972,2114044612,6286.21,1,Deposit-Send,118,2023,2,2,False,False,False,False,True,False,France - US dollar,Austria - Naira
79802,1764716247,2531548770,4157.91,1,Structuring,267,2023,7,1,False,False,False,False,True,False,France - US dollar,Albania - Albanian lek
60112,5139808800,4733723146,6214.51,1,Bipartite,230,2023,5,25,False,False,False,True,False,False,France - US dollar,India - Dirham
42353,445154846,4497771501,3957.87,1,Structuring,0,2022,10,7,False,False,False,False,True,False,France - US dollar,France - Pakistani rupee
71440,9397829804,4423867632,2693.64,1,Fan_In,169,2023,3,25,False,False,True,False,False,False,France - US dollar,India - Dirham
37586,7757125281,1510057882,10209.06,1,Stacked Bipartite,76,2022,12,22,False,False,False,True,False,False,France - US dollar,India - Dirham
51775,6207162857,2458832018,4456.82,1,Bipartite,89,2023,1,4,False,False,False,False,True,False,Albania - Mexican Peso,India - Dirham
29669,9634559331,8020264563,2481.04,1,Smurfing,215,2023,5,10,True,False,False,False,False,False,France - US dollar,India - Dirham
35471,1102397202,8678824794,7032.64,1,Layered_Fan_In,124,2023,2,8,False,False,False,True,False,False,France - US dollar,India - Dirham
57477,5151780757,1640969510,10108.99,1,Bipartite,8,2022,10,15,False,False,True,False,False,False,France - UK pounds,India - Dirham
20716,4680928443,7263384547,6063.14,1,Deposit-Send,204,2023,4,29,True,False,False,False,False,False,France - US dollar,India - Dirham
57550,3259611168,2346864590,31221.5,1,Deposit-Send,200,2023,4,25,True,False,False,False,False,False,France - US dollar,India - Dirham
29813,4503049074,2817594182,1412.45,1,Smurfing,160,2023,3,16,True,False,False,False,False,False,France - US dollar,India - Dirham
32009,7092670704,618621750,121.61,1,Cash_Withdrawal,122,2023,2,6,False,True,False,False,False,False,France - US dollar,Germany - Albanian lek
33044,447333678,1116880019,17706.56113196456,1,Cycle,236,2023,5,31,False,False,False,True,False,False,France - US dollar,India - Dirham
55434,3837607024,1496694897,4051.36,1,Smurfing,312,2023,8,15,True,False,False,False,False,False,France - US dollar,India - Dirham
58229,7057555049,343959184,136129.67,1,Single_large,258,2023,6,22,False,False,False,False,False,True,France - US dollar,India - Dirham
63766,1571182418,1652013105,2637.54,1,Structuring,276,2023,7,10,False,False,False,True,False,False,France - US dollar,India - Dirham
50779,6408343900,9865785067,13050.28,1,Behavioural_Change_1,193,2023,4,18,False,False,False,False,True,False,France - US dollar,France - Pakistani rupee
40972,2630635572,1757764863,6874.47,1,Structuring,155,2023,3,11,False,False,False,False,True,False,Austria - Swiss franc,India - Dirham
48473,732129762,7166009903,3885.75,1,Layered_Fan_Out,178,2023,4,3,False,False,False,False,False,False,France - US dollar,India - Dirham
39358,818830460,9418153871,1033.17,1,Behavioural_Change_1,54,2022,11,30,False,False,False,False,False,False,France - US dollar,India - Dirham
54040,726077956,6088675358,19097.767842421523,1,Cycle,4,2022,10,11,False,False,False,False,True,False,Austria - Albanian lek,India - Dirham
69471,8143104878,108955451,17400.74,1,Layered_Fan_In,171,2023,3,27,False,False,False,True,False,False,France - US dollar,India - Dirham
40016,6724392743,9230763652,5204.35,1,Layered_Fan_In,62,2022,12,8,False,False,False,True,False,False,France - US dollar,India - Dirham
37755,5316774430,4361238172,2222.42,1,Smurfing,104,2023,1,19,True,False,False,False,False,False,France - US dollar,India - Dirham
84603,9297695781,9517922369,6196.44,1,Structuring,34,2022,11,10,False,False,True,False,False,False,France - US dollar,Germany - US dollar
53821,906812836,4950186019,8876.71,1,Stacked Bipartite,311,2023,8,14,False,False,False,False,False,True,France - US dollar,India - Dirham
29622,5067558285,1142779963,4213.06,1,Structuring,279,2023,7,13,False,False,False,False,True,False,France - US dollar,Austria - US dollar
69671,2386728836,5046753153,11370.72,1,Structuring,311,2023,8,14,False,False,False,False,True,False,Albania - Albanian lek,India - Dirham
61714,3743066278,7514826833,4698.62,1,Bipartite,261,2023,6,25,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
35050,7937917609,3213443371,6418.15,1,Structuring,310,2023,8,13,False,False,False,False,True,False,France - US dollar,Austria - Moroccan dirham
53321,4569841157,8326447781,1569.11,1,Behavioural_Change_2,266,2023,6,30,False,False,False,False,True,False,France - US dollar,Germany - Euro
76209,2477514279,7990458987,14717.7,1,Deposit-Send,276,2023,7,10,False,False,False,False,True,False,France - US dollar,France - UK pounds
59992,9263452835,8971963860,9502.848107692787,1,Scatter-Gather,71,2022,12,17,False,False,False,True,False,False,France - US dollar,India - Dirham
49220,7922074390,9272652425,659.3,1,Behavioural_Change_1,282,2023,7,16,False,False,False,False,True,False,France - US dollar,Austria - US dollar
37026,187116223,7738120453,24054.03,1,Deposit-Send,246,2023,6,10,True,False,False,False,False,False,France - US dollar,India - Dirham
49274,1976593168,5851883842,119.94,1,Cash_Withdrawal,160,2023,3,16,False,True,False,False,False,False,France - US dollar,India - Dirham
54757,3822639325,9077275429,9575.16,1,Layered_Fan_In,90,2023,1,5,False,False,False,False,False,True,France - US dollar,India - Dirham
32234,9641155204,5525521987,5391.99,1,Bipartite,105,2023,1,20,False,False,False,False,True,False,France - US dollar,Austria - Naira
81840,6637479118,796867886,12893.53,1,Bipartite,23,2022,10,30,False,False,False,True,False,False,France - US dollar,India - Dirham
78086,8194626057,7454339047,6639.81,1,Layered_Fan_Out,74,2022,12,20,False,False,True,False,False,False,France - US dollar,India - Dirham
64283,8069810316,6911950983,2884.53,1,Smurfing,87,2023,1,2,True,False,False,False,False,False,France - US dollar,India - Dirham
46578,9821280716,7748084149,8622.55,1,Layered_Fan_In,155,2023,3,11,False,False,False,False,False,False,France - US dollar,India - Dirham
62808,3994438152,7840328636,119.06,1,Cash_Withdrawal,275,2023,7,9,False,True,False,False,False,False,France - US dollar,India - Dirham
72827,6408343900,6603619880,6994.35,1,Behavioural_Change_1,196,2023,4,21,False,False,False,True,False,False,France - US dollar,India - Dirham
62178,2756098239,4755204813,7836.733477913983,1,Scatter-Gather,265,2023,6,29,False,False,True,False,False,False,France - US dollar,India - Dirham
31255,1075524474,9126482714,9939367.7,1,Over-Invoicing,82,2022,12,28,False,False,False,False,False,True,France - US dollar,India - Dirham
75963,8553587516,7856837871,2998.52,1,Structuring,43,2022,11,19,False,False,False,False,False,True,France - US dollar,India - Dirham
36632,1952212565,2487415444,5253.83,1,Structuring,278,2023,7,12,False,False,False,False,False,True,France - US dollar,India - Dirham
54623,7123384680,86715269,148.51,1,Cash_Withdrawal,46,2022,11,22,False,True,False,False,False,False,France - US dollar,India - Dirham
11260,4159678387,270405806,117.6,1,Cash_Withdrawal,305,2023,8,8,False,True,False,False,False,False,France - US dollar,India - Dirham
49347,9772022469,4783094991,1484.08,1,Smurfing,97,2023,1,12,True,False,False,False,False,False,France - US dollar,India - Dirham
65581,485482856,5938466125,6258.975814987878,1,Layered_Fan_Out,126,2023,2,10,False,False,False,False,False,False,France - US dollar,India - Dirham
76498,258433971,9759636995,1471704.37,1,Over-Invoicing,275,2023,7,9,False,False,False,False,False,True,France - US dollar,India - Dirham
40793,3119373278,7683774623,4328.46,1,Fan_In,319,2023,8,22,False,False,False,False,True,False,Austria - Turkish lira,India - Dirham
26732,7590592049,8891878216,56953.28588700847,1,Cycle,29,2022,11,5,False,False,True,False,False,False,France - US dollar,India - Dirham
50940,7164949099,6633012892,20444.35,1,Deposit-Send,273,2023,7,7,True,False,False,False,False,False,France - US dollar,India - Dirham
5482,2060128523,4640675219,2157.76,1,Deposit-Send,315,2023,8,18,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
46531,8603438385,6730092851,53.87,1,Cash_Withdrawal,179,2023,4,4,False,True,False,False,False,False,France - US dollar,Austria - Pakistani rupee
62621,8185097615,4306436131,1757.79,1,Smurfing,189,2023,4,14,True,False,False,False,False,False,France - US dollar,India - Dirham
75312,3480556018,1517021923,15468.04,1,Stacked Bipartite,39,2022,11,15,False,False,False,False,False,False,France - US dollar,India - Dirham
65012,6511921514,8227126673,4039.71,1,Structuring,316,2023,8,19,False,False,False,False,False,True,France - US dollar,Germany - Turkish lira
343,5607311289,1521758896,1995.29,1,Behavioural_Change_2,256,2023,6,20,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
79106,6907589690,4793402071,131.69,1,Cash_Withdrawal,97,2023,1,12,False,True,False,False,False,False,France - US dollar,India - Dirham
38468,5855502721,7278889052,1797.14,1,Smurfing,90,2023,1,5,True,False,False,False,False,False,France - US dollar,India - Dirham
54413,4475887406,5591809782,1915.48,1,Smurfing,186,2023,4,11,True,False,False,False,False,False,France - US dollar,India - Dirham
46515,3338185511,4523354520,9048.72,1,Structuring,133,2023,2,17,False,False,False,False,False,True,France - US dollar,India - Dirham
78622,9678311627,4604350890,194.3,1,Cash_Withdrawal,286,2023,7,20,False,True,False,False,False,False,France - US dollar,India - Dirham
27608,3187084517,8846937355,3788.78,1,Smurfing,280,2023,7,14,True,False,False,False,False,False,France - US dollar,India - Dirham
73421,340587706,6872985063,3667.95,1,Deposit-Send,181,2023,4,6,True,False,False,False,False,False,France - US dollar,India - Dirham
80930,195599290,732724350,16726.92,1,Bipartite,153,2023,3,9,False,False,False,False,True,False,France - US dollar,Germany - Dirham
77717,3737130022,3955168002,6329.03,1,Layered_Fan_In,317,2023,8,20,False,False,False,False,False,False,France - US dollar,India - Dirham
67695,4057216325,572514864,5025.95,1,Stacked Bipartite,292,2023,7,26,False,False,False,False,False,True,France - US dollar,India - Dirham
35276,5733991821,2846020437,1486.65,1,Smurfing,227,2023,5,22,True,False,False,False,False,False,France - US dollar,India - Dirham
23342,3213170261,7951108994,3272.25,1,Structuring,152,2023,3,8,False,False,False,False,True,False,Austria - Albanian lek,Germany - Moroccan dirham
66548,5636535502,3140946181,2901.25,1,Structuring,214,2023,5,9,False,False,False,False,True,False,Albania - Pakistani rupee,Germany - Pakistani rupee
56350,6981910149,434351836,7657.65,1,Structuring,9,2022,10,16,False,False,False,True,False,False,France - US dollar,India - Dirham
60506,3215318479,6855482173,1222.84,1,Smurfing,42,2022,11,18,True,False,False,False,False,False,France - US dollar,India - Dirham
58500,513161146,4714420464,728381.43,1,Single_large,122,2023,2,6,False,False,False,False,True,False,Austria - Euro,India - Dirham
41964,2488893433,57359957,1656.39,1,Smurfing,194,2023,4,19,True,False,False,False,False,False,France - US dollar,India - Dirham
79939,3950352859,3305794289,2869.29,1,Behavioural_Change_1,29,2022,11,5,False,False,False,False,True,False,France - US dollar,Albania - Yen
85317,4803642115,8628146029,16295.95,1,Behavioural_Change_1,76,2022,12,22,False,False,False,False,True,False,France - US dollar,Germany - Euro
84716,2790497279,5233495288,22560.49426758429,1,Cycle,257,2023,6,21,False,False,False,False,True,False,Austria - Moroccan dirham,India - Dirham
78620,9430804295,1246030790,70901.25,1,Single_large,148,2023,3,4,False,False,True,False,False,False,France - US dollar,India - Dirham
30821,4650826611,4689351304,6353.93,1,Structuring,166,2023,3,22,False,False,False,True,False,False,France - US dollar,India - Dirham
37566,5855502721,7278889052,1966.52,1,Smurfing,279,2023,7,13,True,False,False,False,False,False,France - US dollar,India - Dirham
83118,7779631529,2889621874,13133.47,1,Layered_Fan_Out,113,2023,1,28,False,False,False,True,False,False,France - US dollar,India - Dirham
36275,7776851466,2319300432,3263.24,1,Smurfing,313,2023,8,16,True,False,False,False,False,False,France - US dollar,India - Dirham
49726,1307572448,413046602,7439.842456272796,1,Stacked Bipartite,287,2023,7,21,False,False,False,False,False,True,France - US dollar,India - Dirham
46337,2641062081,1418787240,6703.95,1,Smurfing,14,2022,10,21,True,False,False,False,False,False,France - US dollar,India - Dirham
43488,8289139941,7436550444,172.74,1,Cash_Withdrawal,104,2023,1,19,False,True,False,False,False,False,France - US dollar,India - Dirham
72046,7653542672,5258139692,9798.51,1,Bipartite,68,2022,12,14,False,False,False,False,False,False,France - US dollar,India - Dirham
40523,4503049074,2817594182,3323.8,1,Smurfing,312,2023,8,15,True,False,False,False,False,False,France - US dollar,India - Dirham
78801,9268139431,9259814241,155.99,1,Cash_Withdrawal,41,2022,11,17,False,True,False,False,False,False,France - US dollar,Albania - UK pounds
49087,5303346011,5750731581,5863.529080894848,1,Layered_Fan_Out,260,2023,6,24,False,False,False,False,True,False,Albania - Albanian lek,India - Dirham
68156,8826739589,8897351842,2731.624699473487,1,Scatter-Gather,267,2023,7,1,False,False,False,False,True,False,France - US dollar,Albania - UK pounds
78159,3651814546,9273258089,64.85,1,Cash_Withdrawal,9,2022,10,16,False,True,False,False,False,False,France - US dollar,Albania - Mexican Peso
70480,2140671814,8558866681,3050.66,1,Structuring,188,2023,4,13,False,False,False,True,False,False,France - US dollar,India - Dirham
57483,4065427166,3754234469,5893.89,1,Structuring,124,2023,2,8,False,False,False,False,True,False,France - Naira,France - US dollar
27819,1283744664,8826739589,3068.12,1,Scatter-Gather,254,2023,6,18,False,False,False,False,False,True,France - US dollar,India - Dirham
49529,6874790878,9304462035,320.58,1,Cash_Withdrawal,164,2023,3,20,False,True,False,False,False,False,France - US dollar,India - Dirham
82808,9678311627,4604350890,181.42,1,Cash_Withdrawal,288,2023,7,22,False,True,False,False,False,False,France - US dollar,India - Dirham
71088,7900125583,3009831077,5157.16,1,Behavioural_Change_2,4,2022,10,11,False,False,False,False,True,False,France - US dollar,Germany - Euro
55497,5882317385,3567737605,7624.2,1,Gather-Scatter,168,2023,3,24,False,False,True,False,False,False,France - US dollar,India - Dirham
69561,1584692715,6890773508,4284.98,1,Structuring,10,2022,10,17,False,False,False,False,False,False,France - US dollar,Germany - Pakistani rupee
70414,6775490745,9456347626,4809.48,1,Stacked Bipartite,219,2023,5,14,False,False,False,False,False,True,France - Naira,India - Dirham
60502,5469235956,9126684178,2666.03,1,Smurfing,228,2023,5,23,True,False,False,False,False,False,France - US dollar,India - Dirham
16595,9163385117,2709563641,7228.82,1,Fan_Out,236,2023,5,31,False,False,True,False,False,False,France - US dollar,India - Dirham
83196,2286679717,8779905731,10293.69,1,Stacked Bipartite,9,2022,10,16,False,False,False,False,False,False,France - US dollar,India - Dirham
29383,1663992490,3213443371,3768.63,1,Structuring,72,2022,12,18,False,False,False,False,True,False,France - US dollar,Austria - Naira
46309,9177243640,511579720,17210.26,1,Fan_In,201,2023,4,26,False,False,False,False,False,True,France - US dollar,India - Dirham
24764,5497129515,9495614448,6836.949750928755,1,Scatter-Gather,143,2023,2,27,False,False,False,False,True,False,Albania - Dirham,India - Dirham
40662,7483018893,7500058106,12353.07,1,Scatter-Gather,175,2023,3,31,False,False,False,False,True,False,France - US dollar,Albania - Albanian lek
24547,1990474599,1703644108,1425.95,1,Deposit-Send,121,2023,2,5,True,False,False,False,False,False,France - US dollar,India - Dirham
81958,1222599502,3099664772,64.41,1,Cash_Withdrawal,99,2023,1,14,False,True,False,False,False,False,France - US dollar,India - Dirham
59108,3800988916,3166538889,4586.77,1,Structuring,103,2023,1,18,False,False,False,True,False,False,France - US dollar,India - Dirham
29515,690082367,9849218542,13950.21,1,Fan_In,266,2023,6,30,False,False,False,False,True,False,France - Indian rupee,Austria - Pakistani rupee
46330,5262095561,927895922,3848.27,1,Smurfing,301,2023,8,4,True,False,False,False,False,False,France - US dollar,India - Dirham
61556,5023464923,4170376585,2699.93,1,Structuring,105,2023,1,20,False,False,False,True,False,False,France - US dollar,India - Dirham
29271,7754711202,4345836865,2132.95,1,Smurfing,249,2023,6,13,True,False,False,False,False,False,France - US dollar,India - Dirham
58720,6162961822,1629061494,1331.48,1,Behavioural_Change_2,105,2023,1,20,False,False,False,False,True,False,France - US dollar,France - UK pounds
48440,4610869511,4349270455,77.05,1,Cash_Withdrawal,284,2023,7,18,False,True,False,False,False,False,France - US dollar,Germany - Euro
32357,5004625051,4354586272,3079.31,1,Smurfing,188,2023,4,13,True,False,False,False,False,False,France - US dollar,India - Dirham
47060,3933129163,8310992698,11138.28,1,Behavioural_Change_2,87,2023,1,2,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
22814,6081130744,176426572,9349.82,1,Bipartite,178,2023,4,3,False,False,False,False,False,True,France - US dollar,India - Dirham
60914,6329646233,2549931689,5322.39,1,Stacked Bipartite,196,2023,4,21,False,False,False,True,False,False,France - US dollar,India - Dirham
31758,7123384680,86715269,246.75,1,Cash_Withdrawal,48,2022,11,24,False,True,False,False,False,False,France - US dollar,India - Dirham
29442,2424862699,5094201384,9116.05,1,Fan_In,295,2023,7,29,False,False,False,False,False,True,France - US dollar,India - Dirham
61203,9593855252,6582275961,57.05,1,Cash_Withdrawal,163,2023,3,19,False,True,False,False,False,False,France - US dollar,India - Dirham
40260,324610061,1704315551,5199.95,1,Behavioural_Change_2,121,2023,2,5,False,False,False,False,True,False,France - US dollar,Albania - Albanian lek
49837,9772022469,4783094991,2568.77,1,Smurfing,249,2023,6,13,True,False,False,False,False,False,France - US dollar,India - Dirham
78465,2247370907,2176034287,328.71,1,Cash_Withdrawal,98,2023,1,13,False,True,False,False,False,False,France - US dollar,India - Dirham
29052,5797361704,2784565564,7236.22,1,Layered_Fan_In,122,2023,2,6,False,False,False,True,False,False,France - US dollar,India - Dirham
48396,417590431,5450240397,12329.23,1,Behavioural_Change_2,127,2023,2,11,False,False,False,False,True,False,France - US dollar,Austria - US dollar
28252,2641062081,1418787240,3333.0,1,Smurfing,255,2023,6,19,True,False,False,False,False,False,France - US dollar,India - Dirham
42781,2836869610,464902053,398.56,1,Behavioural_Change_2,182,2023,4,7,False,False,False,False,True,False,France - US dollar,France - Pakistani rupee
82316,8289139941,7436550444,253.9,1,Cash_Withdrawal,68,2022,12,14,False,True,False,False,False,False,France - US dollar,India - Dirham
63242,3310691596,3169857053,6327.8,1,Gather-Scatter,198,2023,4,23,False,False,False,True,False,False,France - Yen,India - Dirham
73529,8173887384,8868791423,5579.93,1,Behavioural_Change_2,72,2022,12,18,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
42850,3864360347,7262678088,70.84,1,Cash_Withdrawal,272,2023,7,6,False,True,False,False,False,False,France - US dollar,India - Dirham
14678,7147448786,5557620276,288.8,1,Cash_Withdrawal,197,2023,4,22,False,True,False,False,False,False,France - US dollar,India - Dirham
52730,4503049074,2817594182,2265.59,1,Smurfing,47,2022,11,23,True,False,False,False,False,False,France - US dollar,India - Dirham
79256,8875819672,6123421761,5526.26,1,Structuring,243,2023,6,7,False,False,True,False,False,False,France - US dollar,India - Dirham
61996,7147448786,5557620276,114.2,1,Cash_Withdrawal,0,2022,10,7,False,True,False,False,False,False,France - US dollar,India - Dirham
44022,9254521765,6391982646,11126.23,1,Deposit-Send,107,2023,1,22,False,False,False,False,True,False,France - US dollar,Austria - Pakistani rupee
50314,4696632419,9101431692,3835.47,1,Structuring,134,2023,2,18,False,False,False,False,True,False,France - US dollar,France - UK pounds
3739,9285172899,6957298137,238.76,1,Cash_Withdrawal,247,2023,6,11,False,True,False,False,False,False,France - US dollar,India - Dirham
30598,519132142,5230244815,4926.49,1,Deposit-Send,155,2023,3,11,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
69638,6699690298,2779622681,7928.91,1,Bipartite,146,2023,3,2,False,False,False,False,False,False,France - US dollar,India - Dirham
38797,7401327478,4336451277,2603.3,1,Smurfing,0,2022,10,7,True,False,False,False,False,False,France - US dollar,India - Dirham
80788,551031553,1968343239,29747.8,1,Fan_Out,246,2023,6,10,False,False,False,False,True,False,Albania - Yen,India - Dirham
42474,5623141347,2793197858,8861.03,1,Gather-Scatter,10,2022,10,17,False,False,True,False,False,False,France - US dollar,India - Dirham
57898,8632750017,1626891464,12822.84,1,Fan_Out,127,2023,2,11,False,False,False,False,True,False,France - US dollar,Austria - Mexican Peso
31880,6667047803,5200865572,2049.98,1,Smurfing,249,2023,6,13,True,False,False,False,False,False,France - US dollar,India - Dirham
16857,8962582749,1601202909,6545.201867189177,1,Layered_Fan_Out,242,2023,6,6,False,False,False,False,True,False,Albania - Dirham,India - Dirham
48827,3405863613,209742673,6246.18,1,Structuring,13,2022,10,20,False,False,False,False,False,True,France - US dollar,India - Dirham
2425,269742837,1652013105,2621.72,1,Structuring,277,2023,7,11,False,False,False,False,False,False,France - US dollar,Germany - US dollar
60471,4821757624,1572456307,4926.05,1,Deposit-Send,129,2023,2,13,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
39839,2978389702,6740948880,4977.74,1,Structuring,127,2023,2,11,False,False,False,True,False,False,France - US dollar,India - Dirham
22318,2720175859,9998489716,10343.552742443551,1,Layered_Fan_Out,124,2023,2,8,False,False,False,False,False,True,France - US dollar,India - Dirham
30639,3180939545,6964771086,5504.86,1,Deposit-Send,192,2023,4,17,False,False,False,False,True,False,France - US dollar,Austria - Pakistani rupee
68928,3881238232,4606268887,11181.87,1,Fan_In,65,2022,12,11,False,False,False,False,False,False,France - US dollar,India - Dirham
47336,3767006545,1323517665,3373.16,1,Smurfing,4,2022,10,11,True,False,False,False,False,False,France - US dollar,India - Dirham
49807,4022871936,404152232,8910.12,1,Scatter-Gather,206,2023,5,1,False,False,True,False,False,False,France - US dollar,India - Dirham
47973,1601920823,3955168002,7394.06,1,Layered_Fan_In,317,2023,8,20,False,False,False,True,False,False,France - US dollar,India - Dirham
26845,5262095561,927895922,1216.25,1,Smurfing,306,2023,8,9,True,False,False,False,False,False,France - US dollar,India - Dirham
37330,4437097524,2455547809,85.93,1,Cash_Withdrawal,244,2023,6,8,False,True,False,False,False,False,France - US dollar,India - Dirham
66144,8060121943,3354901099,2105.54,1,Deposit-Send,116,2023,1,31,False,False,False,False,True,False,France - US dollar,France - Mexican Peso
62549,4610869511,4349270455,213.78,1,Cash_Withdrawal,311,2023,8,14,False,True,False,False,False,False,France - US dollar,Germany - Euro
74379,6381030298,9553458659,123.23,1,Cash_Withdrawal,312,2023,8,15,False,True,False,False,False,False,France - US dollar,India - Dirham
62392,2676603542,7337685310,202875.64,1,Single_large,295,2023,7,29,False,False,False,False,False,True,France - US dollar,India - Dirham
80336,9658846243,9836791951,15216.72,1,Deposit-Send,259,2023,6,23,False,False,False,False,True,False,France - US dollar,France - Pakistani rupee
24203,4437097524,2455547809,293.01,1,Cash_Withdrawal,36,2022,11,12,False,True,False,False,False,False,France - US dollar,India - Dirham
65220,2300491147,6721204910,5199.9,1,Stacked Bipartite,235,2023,5,30,False,False,False,True,False,False,France - US dollar,India - Dirham
73090,2041162165,4200802165,2496.86,1,Behavioural_Change_1,176,2023,4,1,False,False,True,False,False,False,France - US dollar,India - Dirham
33327,8721953987,7344294482,6064.428348631749,1,Stacked Bipartite,209,2023,5,4,False,False,True,False,False,False,France - US dollar,India - Dirham
86223,7508298158,2528868778,5544.48,1,Layered_Fan_In,153,2023,3,9,False,False,False,False,False,False,France - US dollar,India - Dirham
52850,4503049074,2817594182,3316.1,1,Smurfing,132,2023,2,16,True,False,False,False,False,False,France - US dollar,India - Dirham
53961,6065558148,8810524720,8902.39770629357,1,Layered_Fan_Out,267,2023,7,1,False,False,False,False,True,False,France - US dollar,Albania - Mexican Peso
25399,8958207582,4465839311,218.2,1,Cash_Withdrawal,194,2023,4,19,False,True,False,False,False,False,France - US dollar,India - Dirham
39996,1600149721,2098207133,142.7,1,Cash_Withdrawal,26,2022,11,2,False,True,False,False,False,False,France - US dollar,France - Pakistani rupee
56480,5260120792,1316214385,51777.66132899697,1,Layered_Fan_In,273,2023,7,7,False,False,False,False,False,True,France - US dollar,India - Dirham
